id,player_id,name,season,round_number,round_pick,overall_pick,draft_type,team_id,organization,organization_type
61626,1641712,"Rayan Rupert",2023,2,13,43,Draft,32,"Breakers (New Zealand)","Other Team/Club"
61627,1631321,"Sidy Cissoko",2023,2,14,44,Draft,37,"Ignite (G League)","Other Team/Club"
61628,1641713,"GG Jackson II",2023,2,15,45,Draft,43,"South Carolina",College/University
61629,1641754,"Seth Lundy",2023,2,16,46,Draft,18,"Penn State",College/University
61630,1631340,"Mojave King",2023,2,17,47,Draft,15,"Ignite (G League)","Other Team/Club"
61631,1641734,"Emoni Bates",2023,2,19,49,Draft,30,"Eastern Michigan",College/University
61632,1641749,"Keyontae Johnson",2023,2,20,50,Draft,27,"Kansas State",College/University
61633,1630592,"Jalen Wilson",2023,2,21,51,Draft,34,Kansas,College/University
61634,1641739,"Toumani Camara",2023,2,22,52,Draft,29,Dayton,College/University
61635,1641740,"Jaylen Clark",2023,2,23,53,Draft,41,"California-Los Angeles",College/University
61636,1631209,"Isaiah Wong",2023,2,25,55,Draft,36,"Miami (FL)",College/University
61637,1641844,"Tarik Biberovic",2023,2,26,56,Draft,43,"Fenerbahce S.K. (Turkey)","Other Team/Club"
61638,1631218,"Trayce Jackson-Davis",2023,2,27,57,Draft,24,Indiana,College/University
61639,1641753,"Chris Livingston",2023,2,28,58,Draft,28,Kentucky,College/University
