game_id,game_date,attendance,game_time
24600001,1946-11-01 00:00:00,,
24600003,1946-11-02 00:00:00,,
24600002,1946-11-02 00:00:00,,
24600004,1946-11-02 00:00:00,,
24600005,1946-11-02 00:00:00,,
